4950020000;4950029999;МГТС;Москва
4950640000;4950649999;МГТС;Центральный |Москва
4951000000;4951009999;МГТС;Выхино - Жулебино |Юго - Восточный |Москва
4951010000;4951019999;КантриКом;Москва
4951050000;4951052999;Арт-Конструктор;Москва
4951053000;4951053099;НТСИ Телеком;Москва
4951054000;4951054999;РИцентр;Москва
4951055000;4951055999;КантриКом;Москва
4951056611;4951056611;НТСИ Телеком;Москва
4951077000;4951077999;КантриКом;Москва
4951100000;4951109999;Оптик Телеком;Москва
4951110000;4951110999;Версия;Москва
4951111000;4951111999;Московская городская телефонная сеть;Москва
4951112000;4951112999;Версия;Москва
4951113000;4951113999;ТранкМобайл;Москва
4951114000;4951114999;СК ЭНТЕЛ;Москва
4951115000;4951117999;КантриКом;Москва
4951118000;4951119600;ГРИФИН;Москва
4951119601;4951119699;ГРИФИН;Москва
4951119700;4951119999;КантриКом;Москва
4951120000;4951139999;Телеком Сервис;Москва
4951140000;4951141999;Фастнет;Москва
4951142000;4951144999;А.Б.-Электроникс;Москва
4951145000;4951145999;КРОНИКС ПЛЮС;Москва
4951146000;4951146900;ГРИФИН;Москва
4951147000;4951148999;Си Ти Ай;Москва
4951149000;4951149999;МедиаСети;Москва
4951150000;4951159999;КантриКом;Москва
4951170000;4951179999;КантриКом;Москва
4951180000;4951199999;Манго Телеком;Москва
4951210000;4951214999;КОННЭКТ;Москва
4951215000;4951215999;Фронт Телеком;Москва
4951220000;4951234566;Российская телекоммуникационная сеть;Москва
4951234567;4951234567;Смарт Инжиниринг;Москва
4951234568;4951236000;Российская телекоммуникационная сеть;Москва
4951236001;4951236499;Смарт Инжиниринг;Москва
4951236500;4951239999;Российская телекоммуникационная сеть;Москва
4951300000;4951309999;Вымпел-Коммуникации;Москва
4951340000;4951349999;Межрегиональный ТранзитТелеком;Москва
4951360000;4951369999;Вымпел-Коммуникации;Москва
4951370000;4951379999;Межрегиональный ТранзитТелеком;Москва
4951390000;4951399999;Вымпел-Коммуникации;Москва
4951440000;4951449999;КантриКом;Москва
4951550000;4951559999;КантриКом;Москва
4951660000;4951669999;КантриКом;Москва
4951770000;4951779999;КантриКом;Москва
4951880000;4951889999;КантриКом;Москва
4951990000;4951999999;КантриКом;Москва
4952000000;4952009999;ТехСтандарт-С;Москва
4952010000;4952010999;Версия;Москва
4952011000;4952013002;КантриКом;Москва
4952013003;4952013003;Экспресс ТелеКом;Москва
4952013004;4952019999;КантриКом;Москва
4952020000;4952029999;ТЕТА ТЕЛЕКОМ;Москва
4952030000;4952039999;МАТРИКС телеком;Москва
4952040000;4952040999;ЦДС Ком;Москва
4952041000;4952043999;ТЕЛЛАН;Москва
4952044002;4952044011;МС Интерфон;Москва
4952044057;4952044066;"Оздоровительный комплекс ""Рублёво-Успенский"" Управления делами Президента Российской Федерации";Одинцовский |Московская область
4952044067;4952044166;СвязьСтрой;Москва
4952044167;4952044167;КРЕДО-ТЕЛЕКОМ;Москва
4952044190;4952044190;СК ЭНТЕЛ;Москва
4952044200;4952044200;РУТелеком;Москва
4952044256;4952044256;ВиЛэнд;Москва
4952044306;4952044315;ЗВИ Телеком;Москва
4952044378;4952044382;ЗВИ Телеком;Москва
4952044384;4952044388;ЗВИ Телеком;Москва
4952044394;4952044394;ЗВИ Телеком;Москва
4952044400;4952044400;РУТелеком;Москва
4952044401;4952044402;Квидекс-Телеком;Москва
4952044403;4952044403;КРЕДО-ТЕЛЕКОМ;Москва
4952044404;4952044418;Квидекс-Телеком;Москва
4952044420;4952044619;Фора телеком;Москва
4952044650;4952044699;ВИТА ТЕЛЕКОМ;Москва
4952044716;4952044716;МС Интерфон;Москва
4952044800;4952044899;ПремьерКом;Москва
4952044900;4952044999;Инфотех;Москва
4952045000;4952045999;Вымпел-Коммуникации;Москва
4952046000;4952048499;"Научно-производственное объединение ""Прогрессивные технологии";Жуковский |Московская область
4952048500;4952048999;Коннектика;Москва
4952049000;4952049999;АЛЬТАГЕН;Москва
4952050000;4952059999;МАТРИКС телеком;Москва
4952060000;4952069999;Мобильные ТелеСистемы;Москва
4952070000;4952079999;Лираль-Телеком;Москва
4952080000;4952089999;МАТРИКС телеком;Москва
4952090000;4952099999;Мобильные ТелеСистемы;Москва
4952100000;4952109999;ТехСтандарт-С;Москва
4952110000;4952119999;Мобильные ТелеСистемы;Москва
4952120000;4952120213;Эквант;Москва
4952120214;4952120215;АЗИМУТ ТЕЛЕКОМ;Москва
4952120216;4952120216;Эквант;Москва
4952120217;4952120220;АЗИМУТ ТЕЛЕКОМ;Москва
4952120221;4952120221;Эквант;Москва
4952120222;4952120222;АЗИМУТ ТЕЛЕКОМ;Москва
4952120223;4952120228;Эквант;Москва
4952120229;4952120229;АЗИМУТ ТЕЛЕКОМ;Москва
4952120230;4952120231;Эквант;Москва
4952120232;4952120232;АЗИМУТ ТЕЛЕКОМ;Москва
4952120233;4952120235;Эквант;Москва
4952120236;4952120236;АЗИМУТ ТЕЛЕКОМ;Москва
4952120237;4952120242;Эквант;Москва
4952120243;4952120243;АЗИМУТ ТЕЛЕКОМ;Москва
4952120244;4952120244;Эквант;Москва
4952120245;4952120245;АЗИМУТ ТЕЛЕКОМ;Москва
4952120246;4952120248;Эквант;Москва
4952120249;4952120249;АЗИМУТ ТЕЛЕКОМ;Москва
4952120250;4952120250;Эквант;Москва
4952120251;4952120251;АЗИМУТ ТЕЛЕКОМ;Москва
4952120252;4952120252;Эквант;Москва
4952120253;4952120254;АЗИМУТ ТЕЛЕКОМ;Москва
4952120255;4952120257;Эквант;Москва
4952120258;4952120258;АЗИМУТ ТЕЛЕКОМ;Москва
4952120259;4952120362;Эквант;Москва
4952120363;4952120363;АЗИМУТ ТЕЛЕКОМ;Москва
4952120364;4952120369;Эквант;Москва
4952120370;4952120370;АЗИМУТ ТЕЛЕКОМ;Москва
4952120371;4952120378;Эквант;Москва
4952120379;4952120379;АЗИМУТ ТЕЛЕКОМ;Москва
4952120380;4952120381;Эквант;Москва
4952120382;4952120382;АЗИМУТ ТЕЛЕКОМ;Москва
4952120383;4952120391;Эквант;Москва
4952120392;4952120392;АЗИМУТ ТЕЛЕКОМ;Москва
4952120393;4952120394;Эквант;Москва
4952120395;4952120395;АЗИМУТ ТЕЛЕКОМ;Москва
4952120396;4952120406;Эквант;Москва
4952120407;4952120407;АЗИМУТ ТЕЛЕКОМ;Москва
4952120408;4952120408;Эквант;Москва
4952120409;4952120409;АЗИМУТ ТЕЛЕКОМ;Москва
4952120410;4952120415;Эквант;Москва
4952120416;4952120416;АЗИМУТ ТЕЛЕКОМ;Москва
4952120417;4952120423;Эквант;Москва
4952120424;4952120424;АЗИМУТ ТЕЛЕКОМ;Москва
4952120425;4952120427;Эквант;Москва
4952120428;4952120428;АЗИМУТ ТЕЛЕКОМ;Москва
4952120429;4952120440;Эквант;Москва
4952120441;4952120441;АЗИМУТ ТЕЛЕКОМ;Москва
4952120442;4952120442;Эквант;Москва
4952120443;4952120443;АЗИМУТ ТЕЛЕКОМ;Москва
4952120444;4952120449;Эквант;Москва
4952120450;4952120450;АЗИМУТ ТЕЛЕКОМ;Москва
4952120451;4952120454;Эквант;Москва
4952120455;4952120457;АЗИМУТ ТЕЛЕКОМ;Москва
4952120458;4952120459;Эквант;Москва
4952120460;4952120460;АЗИМУТ ТЕЛЕКОМ;Москва
4952120461;4952120499;Эквант;Москва
4952120500;4952120999;ТехСтандарт-С;Москва
4952121000;4952121799;Манго Телеком;Москва
4952121800;4952121999;ТехСтандарт-С;Москва
4952122000;4952122007;Вымпел-Коммуникации;Москва
4952122008;4952122008;Манго Телеком;Москва
4952122009;4952122020;Вымпел-Коммуникации;Москва
4952122021;4952122021;Манго Телеком;Москва
4952122022;4952122028;Вымпел-Коммуникации;Москва
4952122029;4952122029;Манго Телеком;Москва
4952122030;4952122118;Вымпел-Коммуникации;Москва
4952122119;4952122119;Манго Телеком;Москва
4952122120;4952122229;Вымпел-Коммуникации;Москва
4952122230;4952122231;Манго Телеком;Москва
4952122232;4952122244;Вымпел-Коммуникации;Москва
4952122245;4952122245;Манго Телеком;Москва
4952122246;4952122282;Вымпел-Коммуникации;Москва
4952122283;4952122283;Манго Телеком;Москва
4952122284;4952122299;Вымпел-Коммуникации;Москва
4952122300;4952122399;НОВОСИСТЕМ;Москва
4952122400;4952122699;Вымпел-Коммуникации;Москва
4952122700;4952122719;Теле.ру;Москва
